#Frequency (Hz), CH1_S21_S1re (), CH1_S21_S1im (), CH1_S21_S1dB (dB), CH1_S21_S1Ph (rad)
5.9028000000e+09, 9.5578940000e-04, -3.5561930000e-04, -5.9829673023e+01, -4.4338495422e+01
5.9030000000e+09, 9.1899660000e-04, -4.7641240000e-04, -5.9699982894e+01, -4.4460560085e+01
5.9032000000e+09, 8.5147530000e-04, -6.4024670000e-04, -5.9450324457e+01, -4.4627029973e+01
5.9034000000e+09, 7.5001160000e-04, -7.7293820000e-04, -5.9355604083e+01, -4.4782748251e+01
5.9036000000e+09, 5.4918320000e-04, -9.1375760000e-04, -5.9444094901e+01, -4.5011927042e+01
5.9038000000e+09, 4.3364020000e-04, -9.9990160000e-04, -5.9252394829e+01, -4.5143891404e+01
5.9040000000e+09, 2.4085840000e-04, -1.0661150000e-03, -5.9227724137e+01, -4.5330902022e+01
5.9042000000e+09, 1.2745050000e-04, -1.0955040000e-03, -5.9149333556e+01, -4.5437274534e+01
5.9044000000e+09, -1.0155230000e-04, -1.0854140000e-03, -5.9250240472e+01, -4.5646382793e+01
5.9046000000e+09, -2.5157010000e-04, -1.0448140000e-03, -5.9374466652e+01, -4.5789375652e+01
5.9048000000e+09, -4.1113150000e-04, -8.5916470000e-04, -6.0423002655e+01, -4.5999413693e+01
5.9050000000e+09, -5.1072970000e-04, -8.3167700000e-04, -6.0211206722e+01, -4.6103813419e+01
5.9052000000e+09, -5.9893710000e-04, -6.7854210000e-04, -6.0866391987e+01, -4.6276257983e+01
5.9054000000e+09, -6.7237340000e-04, -5.7773690000e-04, -6.1046515475e+01, -4.6414050042e+01
5.9056000000e+09, -7.4507480000e-04, -4.4191210000e-04, -6.1246940015e+01, -4.6588551103e+01
5.9058000000e+09, -7.0347190000e-04, -3.0964220000e-04, -6.2285955300e+01, -4.6709246497e+01
5.9060000000e+09, -7.3885350000e-04, -2.1639320000e-04, -6.2271427164e+01, -4.6838980610e+01
5.9062000000e+09, -6.8680120000e-04, -1.1371980000e-04, -6.3145914248e+01, -4.6959799662e+01
5.9064000000e+09, -6.9781070000e-04, -5.1337040000e-05, -6.3101805326e+01, -4.7050453381e+01
5.9066000000e+09, -6.2671350000e-04, 2.8114900000e-05, -6.4049887626e+01, -4.7168720596e+01
5.9068000000e+09, -6.2572390000e-04, 1.5733730000e-04, -6.3806087944e+01, -4.7370231242e+01
5.9070000000e+09, -6.1315510000e-04, 1.8053310000e-04, -6.3887533216e+01, -4.7410231473e+01
5.9072000000e+09, -4.8093230000e-04, 2.4605680000e-04, -6.5348554423e+01, -4.7596793794e+01
5.9074000000e+09, -4.3001320000e-04, 2.4556190000e-04, -6.6104582824e+01, -4.7642755506e+01
5.9076000000e+09, -4.3768930000e-04, 3.5353240000e-04, -6.4995479671e+01, -4.7803323132e+01
5.9078000000e+09, -3.9793610000e-04, 3.4954980000e-04, -6.5520079902e+01, -4.7844646098e+01
5.9080000000e+09, -3.6779710000e-04, 3.7857500000e-04, -6.5550286505e+01, -4.7923727348e+01
5.9082000000e+09, -2.6493450000e-04, 4.1316440000e-04, -6.6181720145e+01, -4.8124498966e+01
5.9084000000e+09, -2.1176640000e-04, 4.0737330000e-04, -6.6761334856e+01, -4.8215297693e+01
5.9086000000e+09, -2.1004980000e-04, 4.3948490000e-04, -6.6247610212e+01, -4.8248837332e+01
5.9088000000e+09, -1.1923110000e-04, 4.0305130000e-04, -6.7528460268e+01, -4.8407067537e+01
5.9090000000e+09, -9.7109490000e-05, 3.7387380000e-04, -6.8261966228e+01, -4.8440562854e+01
5.9092000000e+09, -3.3237320000e-05, 3.6608320000e-04, -6.8692751284e+01, -4.8604142663e+01
5.9094000000e+09, 3.3771630000e-05, 3.7861800000e-04, -6.8401558582e+01, -4.8783647805e+01
5.9096000000e+09, 3.6637030000e-05, 3.6198490000e-04, -6.8781929121e+01, -4.8795554131e+01
5.9098000000e+09, 6.0099900000e-05, 3.5630780000e-04, -6.8841657551e+01, -4.8861787355e+01
5.9100000000e+09, 7.0326550000e-05, 3.1196290000e-04, -6.9902658657e+01, -4.8916412114e+01
5.9102000000e+09, 1.1669600000e-04, 3.0096270000e-04, -6.9821468555e+01, -4.9064581157e+01
5.9104000000e+09, 1.1234560000e-04, 3.3294520000e-04, -6.9084243416e+01, -4.9020118876e+01
5.9106000000e+09, 1.5073050000e-04, 2.7070030000e-04, -7.0177362946e+01, -4.9202747971e+01
5.9108000000e+09, 1.3816210000e-04, 1.9784110000e-04, -7.2348542039e+01, -4.9304303065e+01
5.9110000000e+09, 1.6646970000e-04, 2.1531930000e-04, -7.1303309080e+01, -4.9352826526e+01
5.9112000000e+09, 1.9585770000e-04, 2.1634060000e-04, -7.0697465298e+01, -4.9430433275e+01
5.9114000000e+09, 2.0464010000e-04, 2.0163310000e-04, -7.0833698555e+01, -4.9487485582e+01
5.9116000000e+09, 1.6006920000e-04, 1.1581760000e-04, -7.4085361897e+01, -4.9639127276e+01
5.9118000000e+09, 2.1963030000e-04, 1.1863870000e-04, -7.2054240590e+01, -4.9770214056e+01
5.9120000000e+09, 2.2819900000e-04, 1.2988880000e-04, -7.1614916559e+01, -4.9748024810e+01
5.9122000000e+09, 2.1292110000e-04, 1.1737180000e-04, -7.2283277682e+01, -4.9761683505e+01
5.9124000000e+09, 1.9110820000e-04, 6.3090770000e-05, -7.3925150665e+01, -4.9946616631e+01
5.9126000000e+09, 2.2946290000e-04, 5.1590450000e-05, -7.2571586770e+01, -5.0044328559e+01
5.9128000000e+09, 2.5419630000e-04, 6.4619980000e-05, -7.1624652159e+01, -5.0016542654e+01
5.9130000000e+09, 2.0931740000e-04, 6.3980740000e-07, -7.3583852792e+01, -5.0262425830e+01
5.9132000000e+09, 2.6078960000e-04, -8.8460360000e-06, -7.1669200602e+01, -5.0299389659e+01
5.9134000000e+09, 2.0423230000e-04, 5.5133080000e-06, -7.3794347688e+01, -5.0238493733e+01
5.9136000000e+09, 1.7037250000e-04, -9.0749290000e-05, -7.4287312465e+01, -5.0754909354e+01
5.9138000000e+09, 2.0449640000e-04, -3.4751600000e-05, -7.3662644717e+01, -5.0433811836e+01
5.9140000000e+09, 2.1554200000e-04, -4.9698090000e-05, -7.3104402825e+01, -5.0492094656e+01
5.9142000000e+09, 1.8918550000e-04, -8.2072900000e-05, -7.3713340853e+01, -5.0674801928e+01
5.9144000000e+09, 1.7059640000e-04, -6.6717240000e-05, -7.4742515346e+01, -5.0638277640e+01
5.9146000000e+09, 1.1731970000e-04, -1.0242700000e-04, -7.6151950981e+01, -5.0983211975e+01
5.9148000000e+09, 1.4962650000e-04, -7.1014730000e-05, -7.5617554882e+01, -5.0708615251e+01
5.9150000000e+09, 1.3118710000e-04, -1.0697890000e-04, -7.5428065552e+01, -5.0949584283e+01
5.9152000000e+09, 1.0022850000e-04, -1.1019680000e-04, -7.6538605682e+01, -5.1098217388e+01
5.9154000000e+09, 1.2779450000e-04, -1.7106710000e-04, -7.3410790944e+01, -5.1194672767e+01
5.9156000000e+09, 1.0070220000e-04, -1.4378530000e-04, -7.5112357762e+01, -5.1225307856e+01
5.9158000000e+09, 7.8597100000e-05, -1.8439500000e-04, -7.3960006586e+01, -5.1433355675e+01
5.9160000000e+09, 5.3554260000e-05, -1.4526090000e-04, -7.6203539289e+01, -5.1483063619e+01
5.9162000000e+09, 6.3302330000e-05, -1.2516240000e-04, -7.7061335725e+01, -5.1368032562e+01
5.9164000000e+09, 7.3862570000e-05, -1.2531360000e-04, -7.6745012163e+01, -5.1303673669e+01
5.9166000000e+09, 3.2767880000e-05, -1.5421810000e-04, -7.6045520507e+01, -5.1626914897e+01
5.9168000000e+09, 3.7427960000e-05, -1.2728750000e-04, -7.7544143017e+01, -5.1550296325e+01
5.9170000000e+09, 5.0217340000e-05, -1.6920360000e-04, -7.5065190918e+01, -5.1547772779e+01
5.9172000000e+09, -7.2397270000e-05, -1.6393510000e-04, -7.4932774457e+01, -5.2252143368e+01
5.9174000000e+09, -2.5181340000e-05, -1.3423450000e-04, -7.7292512894e+01, -5.2021715764e+01
5.9176000000e+09, -3.0805830000e-05, -1.2302680000e-04, -7.7935899325e+01, -5.2081633265e+01
5.9178000000e+09, -1.0786270000e-05, -1.4488270000e-04, -7.6755664863e+01, -5.1910589990e+01
5.9180000000e+09, -1.4954970000e-05, -1.0357910000e-04, -7.9604954188e+01, -5.1979669996e+01
5.9182000000e+09, -7.7989590000e-05, -1.3214270000e-04, -7.6281184724e+01, -5.2369455449e+01
5.9184000000e+09, -3.6771760000e-05, -6.5102890000e-05, -8.2525455712e+01, -5.2350432897e+01
5.9186000000e+09, -8.0363190000e-05, -9.3690320000e-05, -7.8171256620e+01, -5.2545256907e+01
5.9188000000e+09, -7.2559970000e-05, -9.1215540000e-05, -7.8669331968e+01, -5.2508256419e+01
5.9190000000e+09, -1.1058550000e-04, -6.7435610000e-05, -7.7752930911e+01, -5.2859477101e+01
5.9192000000e+09, -7.4677900000e-05, -3.1178290000e-05, -8.1838333311e+01, -5.3011571100e+01
5.9194000000e+09, -1.0040480000e-04, -1.0625110000e-04, -7.6701869401e+01, -5.2593394469e+01
5.9196000000e+09, -9.2244740000e-05, -3.5177670000e-05, -8.0111486160e+01, -5.3042747663e+01
5.9198000000e+09, -7.8404090000e-05, -9.1230420000e-05, -7.8395257405e+01, -5.2546208988e+01
5.9200000000e+09, -1.0539450000e-04, -4.7873350000e-05, -7.8728997951e+01, -5.2980709038e+01
5.9202000000e+09, -7.5679590000e-05, -5.0422090000e-05, -8.0825056498e+01, -5.2819355871e+01
5.9204000000e+09, -6.7665440000e-05, -8.7846730000e-06, -8.3320073397e+01, -5.3277972097e+01
5.9206000000e+09, -8.4270860000e-05, -4.4698740000e-05, -8.0409798360e+01, -5.2919390635e+01
5.9208000000e+09, -8.8159650000e-05, -1.4539000000e-05, -8.0978063217e+01, -5.3243629570e+01
5.9210000000e+09, -1.0895170000e-04, -7.1902920000e-06, -7.9236445721e+01, -5.3341175447e+01
5.9212000000e+09, -9.2015570000e-05, -5.6278560000e-06, -8.0706557852e+01, -5.3345989208e+01
5.9214000000e+09, -8.3821990000e-05, -6.9127030000e-07, -8.1532545299e+01, -5.3398828413e+01
5.9216000000e+09, -9.1946460000e-05, 2.1233990000e-05, -8.0503644259e+01, -5.3634034792e+01
5.9218000000e+09, -7.3124530000e-05, 5.1830500000e-05, -8.0950899247e+01, -5.4023681213e+01
5.9220000000e+09, -1.0087960000e-04, 7.1174760000e-05, -7.8169426521e+01, -5.4021510633e+01
5.9222000000e+09, -5.4101940000e-05, 4.7529120000e-05, -8.2851643757e+01, -5.4127889878e+01
5.9224000000e+09, -5.2509640000e-05, 5.4335840000e-05, -8.2433908324e+01, -5.4209563583e+01
5.9226000000e+09, -9.0717450000e-05, 2.2562430000e-05, -8.0585522264e+01, -5.3650840254e+01
5.9228000000e+09, -4.9954500000e-05, 2.3612910000e-05, -8.5152701247e+01, -5.3848635657e+01
5.9230000000e+09, -4.4185860000e-05, 6.0323930000e-05, -8.2524820201e+01, -5.4345680032e+01
5.9232000000e+09, -3.2188910000e-05, 9.4273690000e-05, -8.0033283621e+01, -5.4648841751e+01
5.9234000000e+09, -1.9927550000e-05, 9.5747700000e-05, -8.0193273166e+01, -5.4772675124e+01
5.9236000000e+09, -7.0662910000e-05, 8.0112560000e-05, -7.9426660523e+01, -5.4255065063e+01
5.9238000000e+09, -5.5268130000e-05, 4.9843350000e-05, -8.2565744579e+01, -5.4140909247e+01
5.9240000000e+09, -2.4237130000e-05, 6.4318480000e-05, -8.3256620409e+01, -5.4617497388e+01
5.9242000000e+09, -2.6545470000e-05, 5.5536450000e-05, -8.4214800648e+01, -5.4531992188e+01
5.9244000000e+09, -2.1741700000e-05, 1.1197590000e-04, -7.8856791861e+01, -5.4786093565e+01
5.9246000000e+09, -4.7668150000e-05, 8.3886480000e-05, -8.0310879167e+01, -5.4461127842e+01
5.9248000000e+09, 1.3300630000e-05, 6.5835400000e-05, -8.3457072781e+01, -5.5177216758e+01
5.9250000000e+09, -1.7397820000e-05, 9.6671370000e-05, -8.0155609983e+01, -5.4799808825e+01
5.9252000000e+09, -9.3915390000e-06, 5.7510770000e-05, -8.4690720064e+01, -5.4815999701e+01
5.9254000000e+09, -1.2700310000e-05, 9.3131460000e-05, -8.0538049137e+01, -5.4842337763e+01
5.9256000000e+09, 1.7444300000e-05, 6.0686020000e-05, -8.3993432392e+01, -5.5257776653e+01
5.9258000000e+09, 5.9713960000e-05, 3.5828010000e-05, -8.3143116946e+01, -5.6008252771e+01
5.9260000000e+09, 6.1230780000e-06, 6.9062070000e-05, -8.3181203129e+01, -5.5066300722e+01
5.9262000000e+09, 4.5892420000e-05, 6.3643860000e-05, -8.2106551731e+01, -5.5602606492e+01
5.9264000000e+09, 2.1724110000e-05, 5.3212050000e-05, -8.4810310500e+01, -5.5365474271e+01
5.9266000000e+09, 5.0012640000e-05, 9.9050860000e-05, -7.9096595050e+01, -5.5445446329e+01
5.9268000000e+09, 7.7710670000e-06, 5.2621660000e-05, -8.5483012635e+01, -5.5124489813e+01
5.9270000000e+09, 5.5581050000e-05, 6.3719860000e-05, -8.1457259285e+01, -5.5695154288e+01
5.9272000000e+09, 7.4477020000e-05, 2.3959900000e-05, -8.2131844804e+01, -5.6237415672e+01
5.9274000000e+09, 7.9942020000e-07, 1.1764950000e-05, -9.8568192586e+01, -5.5045716457e+01
5.9276000000e+09, 2.8229140000e-05, 1.1508170000e-05, -9.0318336312e+01, -5.6161566962e+01
5.9278000000e+09, 7.0692390000e-05, 1.6659060000e-05, -8.2777826172e+01, -5.6317234573e+01
5.9280000000e+09, 4.6288050000e-05, 4.3999430000e-05, -8.3894959754e+01, -5.5788612318e+01
5.9282000000e+09, 4.5860650000e-05, 5.0582930000e-05, -8.3314433789e+01, -5.5714344504e+01
5.9284000000e+09, 4.7803450000e-05, -6.1866860000e-06, -8.6338676194e+01, -5.6677371615e+01
5.9286000000e+09, 2.7262430000e-05, 1.8196920000e-05, -8.9688469408e+01, -5.5960107542e+01
5.9288000000e+09, 7.3343760000e-05, -1.1245760000e-05, -8.2591815998e+01, -5.6700812318e+01
5.9290000000e+09, 4.8943370000e-05, -1.0595650000e-05, -8.6007207371e+01, -5.6761865701e+01
5.9292000000e+09, 4.2764450000e-05, 4.5991190000e-05, -8.4040644436e+01, -5.5726930282e+01
5.9294000000e+09, 7.6258070000e-05, -2.9842640000e-05, -8.1735444554e+01, -5.6921684208e+01
5.9296000000e+09, 1.6964500000e-05, -9.3923500000e-07, -9.5395886852e+01, -5.6603976032e+01
5.9298000000e+09, 1.7261550000e-05, 9.1368890000e-07, -9.5246253140e+01, -5.6495785086e+01
5.9300000000e+09, 6.4231260000e-05, -2.0892390000e-05, -8.3408307517e+01, -5.6863142274e+01
5.9302000000e+09, 5.2314310000e-05, 3.3670780000e-06, -8.5609636363e+01, -5.6484393953e+01
5.9304000000e+09, 6.0106140000e-05, -2.8863160000e-05, -8.3520471410e+01, -5.6996352866e+01
5.9306000000e+09, 5.8275050000e-05, -2.6169290000e-05, -8.3892532856e+01, -5.6970743939e+01
5.9308000000e+09, 6.8578240000e-05, -1.7106290000e-05, -8.3014123292e+01, -5.6793121136e+01
5.9310000000e+09, 5.6996480000e-05, 1.4753010000e-05, -8.4601401128e+01, -5.6295385886e+01
5.9312000000e+09, 4.7194290000e-05, -4.4945980000e-05, -8.3718725299e+01, -5.7309669820e+01
5.9314000000e+09, 1.0582580000e-05, -2.5305680000e-05, -9.1235694305e+01, -5.7723375764e+01
5.9316000000e+09, 1.8242450000e-05, -3.3545510000e-05, -8.8362161978e+01, -5.7621384175e+01
5.9318000000e+09, 1.4689260000e-05, -6.1866350000e-05, -8.3932726678e+01, -5.7886345466e+01
5.9320000000e+09, 1.9105120000e-05, -3.6914270000e-05, -8.7625394745e+01, -5.7641872277e+01
5.9322000000e+09, 2.7203740000e-05, -5.7097530000e-05, -8.3979213993e+01, -5.7674838748e+01
5.9324000000e+09, 2.8416630000e-05, -5.9492290000e-05, -8.3618266019e+01, -5.7673853930e+01
5.9326000000e+09, 5.1395560000e-05, -2.7664020000e-05, -8.4676531587e+01, -5.7042450557e+01
5.9328000000e+09, 2.9071580000e-05, -3.1151470000e-05, -8.7409867995e+01, -5.7368588651e+01
5.9330000000e+09, -1.3753440000e-05, -4.2090080000e-06, -9.6842964811e+01, -5.9393277893e+01
5.9332000000e+09, 6.2438810000e-06, -1.9067370000e-05, -9.3951794692e+01, -5.7803005028e+01
5.9334000000e+09, 2.6883260000e-06, -5.3118310000e-05, -8.5484005272e+01, -5.8068897079e+01
5.9336000000e+09, 3.7753490000e-05, -4.3274130000e-05, -8.4817524651e+01, -5.7402093612e+01
5.9338000000e+09, 5.6303780000e-06, -5.4176390000e-05, -8.5277143075e+01, -5.8015909064e+01
5.9340000000e+09, 3.1356570000e-05, -4.4460430000e-05, -8.5287135243e+01, -5.7505210527e+01
5.9342000000e+09, -3.9417310000e-05, -5.5867940000e-05, -8.3302229324e+01, -5.8733901419e+01
5.9344000000e+09, -3.9557290000e-06, -6.5009990000e-05, -8.3724348038e+01, -5.8180237179e+01
5.9346000000e+09, -1.0729760000e-05, -4.8639190000e-05, -8.6053909941e+01, -5.8336585737e+01
5.9348000000e+09, 2.1313000000e-05, -2.9443640000e-05, -8.8790406701e+01, -5.7492905171e+01
5.9350000000e+09, -1.2747590000e-05, -3.6367250000e-05, -8.8282507579e+01, -5.8456605553e+01
5.9352000000e+09, 9.4189360000e-07, -5.3447570000e-05, -8.5440092163e+01, -5.8101843157e+01
5.9354000000e+09, -2.4799100000e-05, -2.8810420000e-05, -8.8401214350e+01, -5.8830176659e+01
5.9356000000e+09, -5.6458360000e-05, -4.1989050000e-05, -8.3053398173e+01, -5.9050792481e+01
5.9358000000e+09, -3.5102140000e-05, -3.8021300000e-05, -8.5722251898e+01, -5.8864962453e+01
5.9360000000e+09, -2.9246850000e-05, -3.4319400000e-05, -8.6918200162e+01, -5.8825231575e+01
5.9362000000e+09, -2.9432550000e-05, -3.1843820000e-05, -8.7257719597e+01, -5.8865531815e+01
5.9364000000e+09, -9.9067980000e-06, 3.7846490000e-06, -9.9489701988e+01, -6.0055176119e+01
5.9366000000e+09, -3.3892320000e-05, -7.5440780000e-05, -8.1649438575e+01, -5.8541700203e+01
5.9368000000e+09, 2.1655160000e-05, 2.3384640000e-06, -9.3238421660e+01, -5.6441098141e+01
5.9370000000e+09, -4.7734290000e-05, -2.5501270000e-05, -8.5332988348e+01, -5.9199602317e+01
5.9372000000e+09, 1.8068790000e-07, 1.1761130000e-05, -9.8589994064e+01, -6.1276418678e+01
5.9374000000e+09, -7.1815880000e-05, -2.5323310000e-05, -8.2366625701e+01, -5.9351258456e+01
5.9376000000e+09, -4.7678580000e-05, -1.7747980000e-05, -8.5869958270e+01, -5.9333909726e+01
5.9378000000e+09, -8.4443300000e-05, -4.9303090000e-06, -8.1453916450e+01, -5.9631940598e+01
5.9380000000e+09, -1.9546390000e-05, -1.5298540000e-05, -9.2103440767e+01, -5.9026170941e+01
5.9382000000e+09, -4.0912560000e-05, 3.9600250000e-05, -8.4891846632e+01, -6.0459360631e+01
5.9384000000e+09, -1.4020490000e-05, 3.5535660000e-06, -9.6794342277e+01, -5.9938488375e+01
5.9386000000e+09, -6.0331530000e-05, 2.5174140000e-05, -8.3692029956e+01, -6.0085559899e+01
5.9388000000e+09, -3.2989840000e-05, -4.8884030000e-06, -8.9538069462e+01, -5.9543151829e+01
5.9390000000e+09, -6.6311270000e-05, -2.9617510000e-05, -8.2778284665e+01, -5.9270201109e+01
5.9392000000e+09, -1.5879790000e-05, -6.8498310000e-06, -9.5242011345e+01, -5.9283019144e+01
5.9394000000e+09, -5.0736690000e-05, 5.3335520000e-05, -8.2660897124e+01, -6.0500624805e+01
5.9396000000e+09, -7.8898370000e-05, 3.0814590000e-05, -8.1442088597e+01, -6.0062602937e+01
5.9398000000e+09, -4.0241050000e-05, -3.4326890000e-06, -8.7875126337e+01, -5.9605163259e+01
5.9400000000e+09, -5.2818830000e-05, 3.3313430000e-05, -8.4089784436e+01, -6.0252956158e+01
5.9402000000e+09, -3.2925270000e-05, 3.4319080000e-05, -8.6455318495e+01, -6.0496383155e+01
5.9404000000e+09, -3.8767160000e-05, 2.2805670000e-05, -8.6940059895e+01, -6.0222012431e+01
5.9406000000e+09, -4.0644230000e-05, 5.2419440000e-05, -8.3565718893e+01, -6.0601518313e+01
5.9408000000e+09, -3.0813940000e-05, 5.6408800000e-05, -8.3838973290e+01, -6.0761088528e+01
5.9410000000e+09, -6.4823570000e-05, 2.8893420000e-05, -8.2978345203e+01, -6.0109552723e+01
5.9412000000e+09, -4.6165870000e-05, 2.7703040000e-05, -8.5377898409e+01, -6.0230735949e+01
5.9414000000e+09, -1.3184630000e-05, 2.6924570000e-05, -9.0463529119e+01, -6.0805692980e+01
5.9416000000e+09, 1.5862340000e-05, 2.2845770000e-05, -9.1115155187e+01, -6.1867962367e+01
5.9418000000e+09, -4.9566480000e-05, 4.3241050000e-05, -8.3638508104e+01, -6.0407607393e+01
5.9420000000e+09, -3.9977060000e-07, 5.1230250000e-05, -8.5809206048e+01, -6.1253253494e+01
5.9422000000e+09, -2.4668450000e-07, 5.0481120000e-05, -8.5937316657e+01, -6.1256170115e+01
5.9424000000e+09, 4.9400740000e-05, 6.8724460000e-05, -8.1448756736e+01, -6.1884304375e+01
5.9426000000e+09, 2.7547830000e-05, 6.1829830000e-05, -8.3389628469e+01, -6.1680197809e+01
5.9428000000e+09, -7.7549880000e-06, 3.8132500000e-05, -8.8198089009e+01, -6.1060423377e+01
5.9430000000e+09, 1.7313910000e-06, 6.2399040000e-05, -8.4093099488e+01, -6.1288796705e+01
5.9432000000e+09, 1.9675360000e-05, 1.9585180000e-05, -9.1131151669e+01, -6.2048751867e+01
5.9434000000e+09, -1.6611240000e-05, 6.5945580000e-05, -8.3349114745e+01, -6.1014297087e+01
5.9436000000e+09, -1.5615760000e-05, 3.9308570000e-05, -8.7473858637e+01, -6.0882913843e+01
5.9438000000e+09, -4.8411080000e-06, 4.9378340000e-05, -8.6087724979e+01, -6.1163327947e+01
5.9440000000e+09, 6.8935600000e-06, 6.1839700000e-05, -8.4121017042e+01, -6.1372073075e+01
5.9442000000e+09, 5.0243870000e-05, 6.1252700000e-06, -8.5914267389e+01, -6.2710540906e+01
5.9444000000e+09, 9.4706170000e-06, 4.0688420000e-06, -9.9736789846e+01, -6.2426069028e+01
5.9446000000e+09, 7.1660000000e-06, 4.5277610000e-05, -8.6774884772e+01, -6.1418022854e+01
5.9448000000e+09, 5.0254780000e-05, 3.3950700000e-05, -8.4343654931e+01, -6.2237710855e+01
5.9450000000e+09, 2.3506130000e-05, 9.8535980000e-06, -9.1873328972e+01, -6.2434911528e+01
5.9452000000e+09, 7.8267020000e-05, 2.1910290000e-05, -8.1800754190e+01, -6.2558897396e+01
5.9454000000e+09, 2.8117470000e-05, 3.4900130000e-05, -8.6971041215e+01, -6.1939236459e+01
5.9456000000e+09, 4.9244320000e-05, 1.9840810000e-05, -8.5499571853e+01, -6.2448844420e+01
5.9458000000e+09, 6.2033620000e-05, 6.1425560000e-06, -8.4105082675e+01, -6.2733155019e+01
5.9460000000e+09, 6.6737800000e-05, 3.2271350000e-06, -8.3502419251e+01, -6.2783535278e+01
5.9462000000e+09, 5.1720960000e-05, 2.7181020000e-05, -8.4667535867e+01, -6.2347989104e+01
5.9464000000e+09, 6.4633010000e-05, -6.2112780000e-07, -8.3790511297e+01, -6.2841462847e+01
5.9466000000e+09, 1.9292760000e-05, -5.4082560000e-05, -8.4818634174e+01, -6.4059993491e+01
5.9468000000e+09, 3.7186000000e-05, -5.0510170000e-06, -8.8513013148e+01, -6.2966857979e+01
5.9470000000e+09, -9.1987990000e-06, 8.0312340000e-06, -9.8264681165e+01, -6.0407998653e+01
5.9472000000e+09, 6.8378850000e-05, 1.2266680000e-06, -8.3300166736e+01, -6.2813915706e+01
5.9474000000e+09, 3.7759580000e-05, -2.2265180000e-05, -8.7163541592e+01, -6.3364632306e+01
5.9476000000e+09, 3.7361940000e-05, -2.1595730000e-06, -8.8536926017e+01, -6.2889590244e+01
5.9478000000e+09, 4.7235000000e-05, 9.8647720000e-06, -8.6329314138e+01, -6.2625967788e+01
5.9480000000e+09, 4.8199980000e-05, -1.7490160000e-05, -8.5801856648e+01, -6.3179943991e+01
5.9482000000e+09, 6.2070520000e-05, -1.1994850000e-05, -8.3983065037e+01, -6.3022745585e+01
5.9484000000e+09, 2.4791850000e-05, -1.6299560000e-06, -9.2095089412e+01, -6.2897504227e+01
5.9486000000e+09, 5.1518010000e-05, -9.1383830000e-06, -8.5626275650e+01, -6.3007409308e+01
5.9488000000e+09, 6.2852470000e-05, -3.7650650000e-05, -8.2701871344e+01, -6.3371560611e+01
5.9490000000e+09, 4.1143780000e-05, -2.3414600000e-05, -8.6495476543e+01, -6.3349236070e+01
5.9492000000e+09, 2.8942960000e-05, -2.7410210000e-05, -8.7988721273e+01, -6.3590058937e+01
5.9494000000e+09, 3.3490610000e-05, -2.9725760000e-05, -8.6978332584e+01, -6.3557766510e+01
5.9496000000e+09, 3.3627070000e-05, -4.0897820000e-05, -8.5523131467e+01, -6.3714504819e+01
5.9498000000e+09, 5.4981770000e-06, -3.5678360000e-05, -8.8849971526e+01, -6.4249748223e+01
5.9500000000e+09, 2.3484440000e-05, -2.3551830000e-05, -8.9561633549e+01, -6.3618683958e+01
5.9502000000e+09, 5.4751000000e-05, -4.1463220000e-05, -8.3263460365e+01, -6.3480013173e+01
5.9504000000e+09, 3.3032380000e-05, -6.3408370000e-05, -8.2914295860e+01, -6.3922385211e+01
5.9506000000e+09, 2.0901370000e-05, -6.4261300000e-05, -8.3404277657e+01, -6.4088186021e+01
5.9508000000e+09, 8.8119880000e-06, -5.9606790000e-05, -8.4400191389e+01, -6.4255877181e+01
5.9510000000e+09, -4.7715610000e-06, -5.7401750000e-05, -8.4791591307e+01, -6.4485584432e+01
5.9512000000e+09, -2.7271650000e-05, -3.7012880000e-05, -8.6749574376e+01, -6.5037658651e+01
5.9514000000e+09, 8.7589800000e-06, -5.7094120000e-05, -8.4767143027e+01, -6.4250423240e+01
5.9516000000e+09, 4.7655570000e-06, -4.2183460000e-05, -8.7442078996e+01, -6.4290154192e+01
5.9518000000e+09, -6.5193340000e-05, -3.6145300000e-05, -8.2551866220e+01, -6.5467205890e+01
5.9520000000e+09, -6.0823250000e-06, -8.0716920000e-05, -8.1836118039e+01, -6.4477861038e+01
5.9522000000e+09, -5.0073700000e-05, -6.4739000000e-05, -8.1740215596e+01, -6.5061003130e+01
5.9524000000e+09, -1.3389400000e-05, -5.6053060000e-05, -8.4787021505e+01, -6.4637125743e+01
5.9526000000e+09, -4.2057270000e-05, -2.2833310000e-05, -8.6401315191e+01, -6.5476062229e+01
5.9528000000e+09, -1.5580250000e-05, -4.3124780000e-05, -8.6772658876e+01, -6.4749340317e+01
5.9530000000e+09, -5.7483820000e-05, -6.2209220000e-05, -8.1442158290e+01, -6.5148588732e+01
5.9532000000e+09, -5.4158940000e-05, -6.8347500000e-05, -8.1189252502e+01, -6.5072742408e+01
5.9534000000e+09, -7.1338190000e-05, -6.4817120000e-05, -8.0319657554e+01, -6.5235905341e+01
5.9536000000e+09, -6.1114080000e-05, -5.3981270000e-05, -8.1772496577e+01, -6.5249941456e+01
5.9538000000e+09, -4.9209640000e-05, -6.9950570000e-05, -8.1358052080e+01, -6.5015714892e+01
5.9540000000e+09, -4.4943380000e-05, -8.4956760000e-05, -8.0344427994e+01, -6.4889238487e+01
5.9542000000e+09, -6.1744130000e-05, 6.0090490000e-05, -8.1294085705e+01, -6.6745271897e+01
