#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
1.0178762000e+10, 5.4438800000e-04, -1.2423940000e-03, -5.7352055101e+01, -3.7208035200e+03, 1.0911140000e-02, -7.8304480000e-03, -3.7438383626e+01, -6.9056630896e+00, -1.4663250000e-02, -3.1828950000e-03, -3.6475440182e+01, -1.5108923162e+03, 0.0000000000e+00
1.0181460000e+10, -7.7215260000e-04, -1.2229680000e-03, -5.6794652322e+01, -3.7217796693e+03, 1.0951050000e-02, -8.2301350000e-03, -3.7266268573e+01, -6.9276702888e+00, -3.3051170000e-02, -1.8050970000e-03, -2.9603328289e+01, -1.5110515054e+03, 0.0000000000e+00
1.0184158000e+10, -1.4365720000e-03, -8.2710470000e-05, -5.6839079573e+01, -3.7227297831e+03, 1.1236460000e-02, -8.8071200000e-03, -3.6907459666e+01, -6.9479688908e+00, -4.4274630000e-02, 1.1312630000e-02, -2.6802240695e+01, -1.5113562246e+03, 0.0000000000e+00
1.0186856000e+10, -7.2321260000e-04, 1.2254600000e-03, -5.6936202966e+01, -3.7238249410e+03, 1.1105240000e-02, -9.2084660000e-03, -3.6816815888e+01, -6.9754793281e+00, -4.3063880000e-02, 2.7464900000e-02, -2.5835561357e+01, -1.5116737968e+03, 0.0000000000e+00
1.0189554000e+10, 6.2665550000e-04, 1.3257690000e-03, -5.6674887146e+01, -3.7247996390e+03, 1.1086890000e-02, -9.8052260000e-03, -3.6594337708e+01, -7.0073134774e+00, -3.1074290000e-02, 3.7451410000e-02, -2.6255780270e+01, -1.5119842590e+03, 0.0000000000e+00
1.0192252000e+10, 1.4765640000e-03, 1.8506010000e-04, -5.6547265733e+01, -3.7258042057e+03, 1.0940950000e-02, -1.0480550000e-02, -3.6391296744e+01, -7.0470943531e+00, -1.5994120000e-02, 3.6225830000e-02, -2.8046199767e+01, -1.5122610902e+03, 0.0000000000e+00
1.0194950000e+10, 9.4450730000e-04, -1.1710650000e-03, -5.6452219429e+01, -3.7268209692e+03, 1.0704310000e-02, -1.0966350000e-02, -3.6292222234e+01, -7.0806748065e+00, -6.3207840000e-03, 2.5023070000e-02, -3.1764564310e+01, -1.5124294401e+03, 0.0000000000e+00
1.0197648000e+10, -3.2413010000e-04, -1.4221660000e-03, -5.6721066599e+01, -3.7277237688e+03, 1.0465600000e-02, -1.1281030000e-02, -3.6256358699e+01, -7.1060627560e+00, -6.2811930000e-03, 1.0422980000e-02, -3.8294687020e+01, -1.5121345121e+03, 0.0000000000e+00
1.0200346000e+10, -1.3549930000e-03, -3.3989190000e-04, -5.7096242043e+01, -3.7288247069e+03, 1.0379620000e-02, -1.1783250000e-02, -3.6080395241e+01, -7.1318314997e+00, -1.5711920000e-02, 1.4000420000e-04, -3.6075069998e+01, -1.5111149768e+03, 0.0000000000e+00
1.0203044000e+10, -1.0912570000e-03, 1.0149190000e-03, -5.6534705233e+01, -3.7298196490e+03, 1.0279910000e-02, -1.2151030000e-02, -3.5963235265e+01, -7.1518077153e+00, -2.8545760000e-02, -1.6988060000e-03, -3.0873813826e+01, -1.5110466248e+03, 0.0000000000e+00
1.0205742000e+10, 2.5877070000e-04, 1.4622490000e-03, -5.6565649331e+01, -3.7308164303e+03, 1.0414550000e-02, -1.2521290000e-02, -3.5763518854e+01, -7.1601800677e+00, -3.8861580000e-02, 4.6954000000e-03, -2.8146649334e+01, -1.5112263072e+03, 0.0000000000e+00
1.0208440000e+10, 1.3691530000e-03, 4.9063160000e-04, -5.6746281734e+01, -3.7318679812e+03, 1.0503680000e-02, -1.3006100000e-02, -3.5536400495e+01, -7.1746258524e+00, -4.2171350000e-02, 1.5427240000e-02, -2.6954184663e+01, -1.5114567671e+03, 0.0000000000e+00
1.0211138000e+10, 1.2300140000e-03, -7.8341000000e-04, -5.6723007799e+01, -3.7327791915e+03, 1.0448470000e-02, -1.3481150000e-02, -3.5362384674e+01, -7.1946447452e+00, -3.8010080000e-02, 2.5405520000e-02, -2.6798107794e+01, -1.5116952604e+03, 0.0000000000e+00
1.0213836000e+10, -4.9367650000e-06, -1.3979190000e-03, -5.7090305683e+01, -3.7337864003e+03, 1.0415650000e-02, -1.4201530000e-02, -3.5084013031e+01, -7.2211780973e+00, -2.8399600000e-02, 3.0199930000e-02, -2.7648320024e+01, -1.5119221775e+03, 0.0000000000e+00
1.0216534000e+10, -1.1215740000e-03, -7.6229110000e-04, -5.7354145020e+01, -3.7347567197e+03, 1.0043780000e-02, -1.4764600000e-02, -3.4963850718e+01, -7.2566265961e+00, -1.7497770000e-02, 2.7739390000e-02, -2.9683307495e+01, -1.5121141096e+03, 0.0000000000e+00
1.0219232000e+10, -1.2867610000e-03, 5.4186700000e-04, -5.7101048938e+01, -3.7357522357e+03, 9.7081530000e-03, -1.5210370000e-02, -3.4873108151e+01, -7.2859046404e+00, -1.0175240000e-02, 1.8398770000e-02, -3.3545283628e+01, -1.5121716892e+03, 0.0000000000e+00
1.0221930000e+10, -2.8723480000e-04, 1.3962660000e-03, -5.6920629230e+01, -3.7367215754e+03, 9.5822370000e-03, -1.5694440000e-02, -3.4709102424e+01, -7.3058410280e+00, -1.0460190000e-02, 5.7531340000e-03, -3.8461420873e+01, -1.5116089118e+03, 0.0000000000e+00
1.0224628000e+10, 8.7293390000e-04, 9.4048810000e-04, -5.7834299669e+01, -3.7376726245e+03, 9.3635480000e-03, -1.5990480000e-02, -3.4642357774e+01, -7.3242398795e+00, -1.9228470000e-02, -4.4196440000e-03, -3.4097520642e+01, -1.5108801414e+03, 0.0000000000e+00
1.0227326000e+10, 1.2571680000e-03, -2.4854710000e-04, -5.7845615119e+01, -3.7386904446e+03, 9.2472650000e-03, -1.6213330000e-02, -3.4579418241e+01, -7.3356493358e+00, -3.3110300000e-02, -6.4613420000e-03, -2.9438421271e+01, -1.5109133425e+03, 0.0000000000e+00
1.0230024000e+10, 4.1017310000e-04, -1.3865640000e-03, -5.6796871559e+01, -3.7397784367e+03, 9.2310340000e-03, -1.6447400000e-02, -3.4488807829e+01, -7.3425454375e+00, -4.4861510000e-02, 1.6147320000e-03, -2.6956899404e+01, -1.5111420446e+03, 0.0000000000e+00
1.0232722000e+10, -8.7274990000e-04, -1.0837100000e-03, -5.7130677844e+01, -3.7407440398e+03, 9.4363070000e-03, -1.7065510000e-02, -3.4199016296e+01, -7.3488793652e+00, -4.7325150000e-02, 1.5862270000e-02, -2.6035772088e+01, -1.5114294747e+03, 0.0000000000e+00
1.0235420000e+10, -1.2352710000e-03, -9.9775540000e-06, -5.8164471754e+01, -3.7416287734e+03, 9.3500220000e-03, -1.7602780000e-02, -3.4009024504e+01, -7.3657121435e+00, -3.8454340000e-02, 2.7464850000e-02, -2.6511007259e+01, -1.5117262722e+03, 0.0000000000e+00
1.0238118000e+10, -5.8742290000e-04, 1.2037920000e-03, -5.7461337848e+01, -3.7427536637e+03, 9.1362190000e-03, -1.8322350000e-02, -3.3776004753e+01, -7.3914242604e+00, -2.4146810000e-02, 2.8505920000e-02, -2.8552216416e+01, -1.5119740660e+03, 0.0000000000e+00
1.0240816000e+10, 6.6978780000e-04, 1.3245450000e-03, -5.6569785727e+01, -3.7436758232e+03, 8.6411370000e-03, -1.8893700000e-02, -3.3648771607e+01, -7.4250277612e+00, -1.3512830000e-02, 1.8583040000e-02, -3.2774269897e+01, -1.5120481406e+03, 0.0000000000e+00
1.0243514000e+10, 1.2308450000e-03, 2.8739040000e-04, -5.7965393814e+01, -3.7445490623e+03, 8.1673530000e-03, -1.9177640000e-02, -3.3620226825e+01, -7.4513667518e+00, -1.3954530000e-02, 4.6402530000e-03, -3.6650220835e+01, -1.5114270907e+03, 0.0000000000e+00
1.0246212000e+10, 8.4760720000e-04, -8.9271350000e-04, -5.8194797791e+01, -3.7455897538e+03, 7.9405020000e-03, -1.9017470000e-02, -3.3719016466e+01, -7.4584489504e+00, -2.3824190000e-02, -4.1821830000e-03, -3.2327827551e+01, -1.5109322934e+03, 0.0000000000e+00
1.0248910000e+10, -3.1614780000e-04, -1.1948560000e-03, -5.8159817384e+01, -3.7466079027e+03, 7.8768920000e-03, -1.9026140000e-02, -3.3725937570e+01, -7.4614617103e+00, -3.5935930000e-02, -2.9479830000e-03, -2.8860293653e+01, -1.5110242152e+03, 0.0000000000e+00
1.0251608000e+10, -1.1566180000e-03, -3.6693940000e-04, -5.8319713239e+01, -3.7476128275e+03, 8.0482470000e-03, -1.9238800000e-02, -3.3616048951e+01, -7.4577705437e+00, -4.2056280000e-02, 5.6875880000e-03, -2.7444671544e+01, -1.5112404884e+03, 0.0000000000e+00
1.0254306000e+10, -1.0864050000e-03, 7.8746840000e-04, -5.7446352642e+01, -3.7485472382e+03, 8.3413320000e-03, -1.9586840000e-02, -3.3436889014e+01, -7.4513793133e+00, -3.9815920000e-02, 1.4510720000e-02, -2.7457254719e+01, -1.5114555515e+03, 0.0000000000e+00
1.0257004000e+10, 1.6453740000e-04, 1.2022910000e-03, -5.8319222216e+01, -3.7496268404e+03, 8.4410240000e-03, -2.0440080000e-02, -3.3106487290e+01, -7.4623493071e+00, -3.2883180000e-02, 1.7882570000e-02, -2.8535340172e+01, -1.5116041534e+03, 0.0000000000e+00
1.0259702000e+10, 1.1366320000e-03, 5.1552990000e-04, -5.8075152374e+01, -3.7506358186e+03, 8.2580030000e-03, -2.0965400000e-02, -3.2943563883e+01, -7.4787559818e+00, -2.6830920000e-02, 1.5541300000e-02, -3.0170822068e+01, -1.5116310745e+03, 0.0000000000e+00
1.0262400000e+10, 1.0425900000e-03, -4.9718840000e-04, -5.8747822494e+01, -3.7515066080e+03, 7.8787470000e-03, -2.1428280000e-02, -3.2829573997e+01, -7.5016440137e+00, -2.4753560000e-02, 1.0727290000e-02, -3.1379799030e+01, -1.5115149996e+03, 0.0000000000e+00
1.0265098000e+10, 1.2780310000e-04, -1.3169610000e-03, -5.7567833298e+01, -3.7525356837e+03, 7.3043290000e-03, -2.1843250000e-02, -3.2753303361e+01, -7.5312736023e+00, -2.5074780000e-02, 6.8615010000e-03, -3.1701658831e+01, -1.5113731692e+03, 0.0000000000e+00
1.0267796000e+10, -8.8322360000e-04, -7.7914690000e-04, -5.8578753780e+01, -3.7534803487e+03, 7.0814090000e-03, -2.1797150000e-02, -3.2796239331e+01, -7.5398603118e+00, -2.6341820000e-02, 4.0467070000e-03, -3.1485781681e+01, -1.5112584976e+03, 0.0000000000e+00
1.0270494000e+10, -1.2553920000e-03, 2.3584040000e-04, -5.7873783799e+01, -3.7543889186e+03, 7.2281390000e-03, -2.1666990000e-02, -3.2825754596e+01, -7.5319898057e+00, -2.8388200000e-02, 1.0008700000e-03, -3.0931847841e+01, -1.5111413083e+03, 0.0000000000e+00
1.0273192000e+10, -3.7924430000e-04, 1.0457330000e-03, -5.9074955929e+01, -3.7554261100e+03, 7.5736610000e-03, -2.1676510000e-02, -3.2779987106e+01, -7.5178460238e+00, -3.2527530000e-02, -1.6735220000e-03, -2.9743497513e+01, -1.5110546623e+03, 0.0000000000e+00
1.0275890000e+10, 6.9572950000e-04, 9.3101640000e-04, -5.8693989575e+01, -3.7564157751e+03, 7.7964760000e-03, -2.2211120000e-02, -3.2563970447e+01, -7.5164012774e+00, -3.9185800000e-02, -1.0662490000e-03, -2.8134211371e+01, -1.5110788630e+03, 0.0000000000e+00
1.0278588000e+10, 1.1525160000e-03, -8.0471330000e-05, -5.8745939648e+01, -3.7574145229e+03, 8.0223510000e-03, -2.2909560000e-02, -3.2297327988e+01, -7.5171510833e+00, -4.4828570000e-02, 5.1787940000e-03, -2.6911325193e+01, -1.5112210809e+03, 0.0000000000e+00
1.0281286000e+10, 7.1189340000e-04, -1.0126490000e-03, -5.8146703104e+01, -3.7583028727e+03, 8.0106570000e-03, -2.3712480000e-02, -3.2031119688e+01, -7.5281944789e+00, -4.4274780000e-02, 1.5460780000e-02, -2.6577171327e+01, -1.5114420289e+03, 0.0000000000e+00
1.0283984000e+10, -4.8119500000e-04, -1.1436290000e-03, -5.8126383848e+01, -3.7593138851e+03, 7.7641100000e-03, -2.4123040000e-02, -3.1923280332e+01, -7.5425973190e+00, -3.4985960000e-02, 2.3483220000e-02, -2.7506844555e+01, -1.5116972136e+03, 0.0000000000e+00
1.0286682000e+10, -1.2092960000e-03, -1.5864970000e-04, -5.8275235980e+01, -3.7603559595e+03, 7.3268160000e-03, -2.4477350000e-02, -3.1852046225e+01, -7.5631392258e+00, -2.0650800000e-02, 2.2073210000e-02, -3.0392048641e+01, -1.5119247452e+03, 0.0000000000e+00
1.0289380000e+10, -7.1721940000e-04, 7.7757480000e-04, -5.9511597306e+01, -3.7613121597e+03, 7.2547670000e-03, -2.4624550000e-02, -3.1811145149e+01, -7.5674723048e+00, -1.0193010000e-02, 9.5919090000e-03, -3.7079607508e+01, -1.5118610921e+03, 0.0000000000e+00
1.0292078000e+10, 2.9075910000e-04, 1.2492920000e-03, -5.7837624634e+01, -3.7622858710e+03, 7.1828170000e-03, -2.4776210000e-02, -3.1768823242e+01, -7.5718092442e+00, -1.1521110000e-02, -8.1937800000e-03, -3.6992436823e+01, -1.5104878650e+03, 0.0000000000e+00
1.0294776000e+10, 1.2521570000e-03, 4.3879000000e-04, -5.7543802975e+01, -3.7632909436e+03, 7.3255180000e-03, -2.4917670000e-02, -3.1709836050e+01, -7.5680487074e+00, -2.5839940000e-02, -2.1120520000e-02, -2.9532010278e+01, -1.5104208297e+03, 0.0000000000e+00
1.0297474000e+10, 9.5671320000e-04, -7.4707180000e-04, -5.8316744942e+01, -3.7642909680e+03, 7.5822370000e-03, -2.5304000000e-02, -3.1562797810e+01, -7.5628498370e+00, -4.5666710000e-02, -1.9819110000e-02, -2.6058556696e+01, -1.5106966019e+03, 0.0000000000e+00
1.0300172000e+10, -8.8149900000e-05, -1.1491120000e-03, -5.8767271093e+01, -3.7652753567e+03, 7.9284430000e-03, -2.5799770000e-02, -3.1375773948e+01, -7.5558349693e+00, -5.8520820000e-02, -4.2819850000e-03, -2.4630602314e+01, -1.5110330263e+03, 0.0000000000e+00
1.0302870000e+10, -1.0887780000e-03, -6.0904980000e-04, -5.8078845841e+01, -3.7662595690e+03, 7.9123680000e-03, -2.6646910000e-02, -3.1120096705e+01, -7.5653402440e+00, -5.5708160000e-02, 1.5653420000e-02, -2.4751589510e+01, -1.5113799926e+03, 0.0000000000e+00
1.0305568000e+10, -1.0898430000e-03, 5.8335430000e-04, -5.8158595915e+01, -3.7672610513e+03, 7.8310540000e-03, -2.7442710000e-02, -3.0891474430e+01, -7.5760094761e+00, -3.8451650000e-02, 2.6848750000e-02, -2.6576987877e+01, -1.5117156149e+03, 0.0000000000e+00
1.0308266000e+10, -1.1605680000e-04, 1.2398090000e-03, -5.8095014703e+01, -3.7682470514e+03, 7.2902060000e-03, -2.8019520000e-02, -3.0766313057e+01, -7.5994420627e+00, -1.8172130000e-02, 2.1164840000e-02, -3.1089217429e+01, -1.5119673971e+03, 0.0000000000e+00
1.0310964000e+10, 9.2522240000e-04, 7.8547840000e-04, -5.8317934774e+01, -3.7692072933e+03, 7.0020850000e-03, -2.8204550000e-02, -3.0733870603e+01, -7.6106405051e+00, -8.5003560000e-03, 1.5224010000e-03, -4.1274139772e+01, -1.5112832860e+03, 0.0000000000e+00
1.0313662000e+10, 1.2796460000e-03, -4.6624890000e-04, -5.7316837315e+01, -3.7702605923e+03, 6.6306660000e-03, -2.8303550000e-02, -3.0731141639e+01, -7.6238618045e+00, -1.6583910000e-02, -1.9422060000e-02, -3.1855909157e+01, -1.5102420064e+03, 0.0000000000e+00
1.0316360000e+10, 3.3431660000e-04, -1.2881660000e-03, -5.7517472968e+01, -3.7712280537e+03, 6.7251020000e-03, -2.8355850000e-02, -3.0709484761e+01, -7.6211160708e+00, -3.8007740000e-02, -2.8334600000e-02, -2.6483123079e+01, -1.5104654544e+03, 0.0000000000e+00
1.0319058000e+10, -7.7855680000e-04, -8.5707770000e-04, -5.8726577416e+01, -3.7722194092e+03, 6.9370080000e-03, -2.8625080000e-02, -3.0617218633e+01, -7.6162250727e+00, -5.9237670000e-02, -1.8883650000e-02, -2.4127725510e+01, -1.5107974726e+03, 0.0000000000e+00
1.0321756000e+10, -1.3557710000e-03, 1.8366390000e-04, -5.7277295519e+01, -3.7731874255e+03, 7.3306450000e-03, -2.9003580000e-02, -3.0482031644e+01, -7.6064167340e+00, -6.7185320000e-02, 2.5965520000e-03, -2.3448030253e+01, -1.5111446948e+03, 0.0000000000e+00
1.0324454000e+10, -5.2666520000e-04, 1.2958910000e-03, -5.7084735983e+01, -3.7742375519e+03, 7.3381320000e-03, -2.9877220000e-02, -3.0238810078e+01, -7.6131393632e+00, -5.7120130000e-02, 2.3009970000e-02, -2.4211124342e+01, -1.5114890141e+03, 0.0000000000e+00
1.0327152000e+10, 5.4502700000e-04, 1.0989700000e-03, -5.8225242502e+01, -3.7750839704e+03, 7.0714980000e-03, -3.0591800000e-02, -3.0061828548e+01, -7.6268149867e+00, -3.6234240000e-02, 3.0062190000e-02, -2.6543018137e+01, -1.5117986343e+03, 0.0000000000e+00
1.0329850000e+10, 1.3423030000e-03, -4.7612820000e-05, -5.7437527963e+01, -3.7762298257e+03, 6.5895970000e-03, -3.1137650000e-02, -2.9944008286e+01, -7.6454307628e+00, -1.6567300000e-02, 2.0894340000e-02, -3.1481005474e+01, -1.5120064608e+03, 0.0000000000e+00
1.0332548000e+10, 7.7485040000e-04, -1.0180880000e-03, -5.7859788282e+01, -3.7771146088e+03, 6.1454710000e-03, -3.1361260000e-02, -2.9908486061e+01, -7.6604761933e+00, -9.0537750000e-03, 1.0570290000e-03, -4.0804609000e+01, -1.5112222903e+03, 0.0000000000e+00
1.0335246000e+10, -4.7107440000e-04, -1.2236790000e-03, -5.7646479869e+01, -3.7781326449e+03, 5.8425150000e-03, -3.1343900000e-02, -2.9928605540e+01, -7.6696961656e+00, -1.6967240000e-02, -1.8166320000e-02, -3.2090801070e+01, -1.5102865523e+03, 0.0000000000e+00
1.0337944000e+10, -1.3143320000e-03, -1.4594110000e-04, -5.7572679486e+01, -3.7792253770e+03, 5.7439120000e-03, -3.1088410000e-02, -3.0002251265e+01, -7.6712813953e+00, -3.5015550000e-02, -2.6891570000e-02, -2.7101335090e+01, -1.5104511511e+03, 0.0000000000e+00
1.0340642000e+10, -8.9470470000e-04, 9.5884390000e-04, -5.7645023273e+01, -3.7801559501e+03, 6.0589070000e-03, -3.1255450000e-02, -2.9941276101e+01, -7.6625052963e+00, -5.3277810000e-02, -2.0833920000e-02, -2.4851100916e+01, -1.5107333052e+03, 0.0000000000e+00
1.0343340000e+10, 2.9396100000e-04, 1.2716210000e-03, -5.7686749341e+01, -3.7811339382e+03, 6.3480240000e-03, -3.1498940000e-02, -2.9861180873e+01, -7.6551140538e+00, -6.2305700000e-02, -4.6256130000e-03, -2.4085573263e+01, -1.5110319617e+03, 0.0000000000e+00
1.0346038000e+10, 1.2260070000e-03, 4.8843040000e-04, -5.7590372657e+01, -3.7820984362e+03, 6.5273730000e-03, -3.2186700000e-02, -2.9671435078e+01, -7.6538979004e+00, -5.7278600000e-02, 1.2392330000e-02, -2.4641481305e+01, -1.5113191343e+03, 0.0000000000e+00
1.0348736000e+10, 1.0153460000e-03, -7.7244980000e-04, -5.7884506663e+01, -3.7831279164e+03, 6.3200040000e-03, -3.2787620000e-02, -2.9527366325e+01, -7.6635612531e+00, -4.2129120000e-02, 2.0537800000e-02, -2.6582363711e+01, -1.5115596613e+03, 0.0000000000e+00
1.0351434000e+10, -7.8596550000e-05, -1.2442260000e-03, -5.8084719270e+01, -3.7841114365e+03, 5.9762760000e-03, -3.3151270000e-02, -2.9451103039e+01, -7.6756243606e+00, -2.6136550000e-02, 1.5560820000e-02, -3.0337369799e+01, -1.5116430717e+03, 0.0000000000e+00
1.0354132000e+10, -1.0558720000e-03, -6.9602850000e-04, -5.7960642643e+01, -3.7850363336e+03, 5.6452250000e-03, -3.3341850000e-02, -2.9417457811e+01, -7.6862587792e+00, -1.8830810000e-02, 6.5353550000e-04, -3.4497392120e+01, -1.5111407581e+03, 0.0000000000e+00
1.0356830000e+10, -1.1719450000e-03, 5.5028950000e-04, -5.7756550904e+01, -3.7860581417e+03, 5.3885520000e-03, -3.3580730000e-02, -2.9367785435e+01, -7.6948724263e+00, -2.4506160000e-02, -1.4606330000e-02, -3.0894306836e+01, -1.5105685734e+03, 0.0000000000e+00
1.0359528000e+10, -3.0036330000e-04, 1.2398830000e-03, -5.7884715403e+01, -3.7869522713e+03, 5.3419970000e-03, -3.3322740000e-02, -2.9434984171e+01, -7.6950232890e+00, -3.9189260000e-02, -2.0652130000e-02, -2.7072326988e+01, -1.5106210650e+03, 0.0000000000e+00
1.0362226000e+10, 9.1673590000e-04, 8.8572820000e-04, -5.7891682418e+01, -3.7879925433e+03, 5.6385910000e-03, -3.3228030000e-02, -2.9446615498e+01, -7.6858890818e+00, -5.3007880000e-02, -1.4356460000e-02, -2.5205768295e+01, -1.5108415752e+03, 0.0000000000e+00
1.0364924000e+10, 1.2226970000e-03, -3.1055100000e-04, -5.7982124928e+01, -3.7890094693e+03, 6.1743110000e-03, -3.3480860000e-02, -2.9358828025e+01, -7.6716173528e+00, -5.7686760000e-02, -3.0629070000e-04, -2.4778354622e+01, -1.5111007569e+03, 0.0000000000e+00
1.0367622000e+10, 3.5169940000e-04, -1.1964590000e-03, -5.8082119075e+01, -3.7900456392e+03, 6.5585120000e-03, -3.3943000000e-02, -2.9225807352e+01, -7.6631124300e+00, -5.0889150000e-02, 1.2371830000e-02, -2.5618109633e+01, -1.5113445530e+03, 0.0000000000e+00
1.0370320000e+10, -7.3497910000e-04, -1.0279940000e-03, -5.7967043460e+01, -3.7909522353e+03, 6.6890700000e-03, -3.4582110000e-02, -2.9063451230e+01, -7.6629154017e+00, -3.7428500000e-02, 1.5972310000e-02, -2.7809377534e+01, -1.5115094115e+03, 0.0000000000e+00
1.0373018000e+10, -1.2399100000e-03, 7.8586100000e-05, -5.8114785711e+01, -3.7919656287e+03, 6.5276660000e-03, -3.5101100000e-02, -2.8945928167e+01, -7.6701144866e+00, -2.5810980000e-02, 9.1292820000e-03, -3.1251991143e+01, -1.5114460315e+03, 0.0000000000e+00
1.0375716000e+10, -5.4861920000e-04, 1.0746870000e-03, -5.8368579615e+01, -3.7930011232e+03, 6.3203750000e-03, -3.5573130000e-02, -2.8842581489e+01, -7.6781438431e+00, -2.2594160000e-02, -3.4718960000e-03, -3.2818720416e+01, -1.5109535956e+03, 0.0000000000e+00
1.0378414000e+10, 5.5400850000e-04, 1.0604600000e-03, -5.8442083959e+01, -3.7939545537e+03, 6.1716510000e-03, -3.5774590000e-02, -2.8801140602e+01, -7.6831482039e+00, -2.8711800000e-02, -1.3647120000e-02, -2.9954158314e+01, -1.5106623619e+03, 0.0000000000e+00
1.0381112000e+10, 1.3027510000e-03, -2.9582100000e-05, -5.7700532936e+01, -3.7950666290e+03, 6.2318430000e-03, -3.5702560000e-02, -2.8815670603e+01, -7.6811736850e+00, -3.9471910000e-02, -1.6175850000e-02, -2.7400026387e+01, -1.5107171347e+03, 0.0000000000e+00
1.0383810000e+10, 7.8673640000e-04, -9.0652580000e-04, -5.8414134248e+01, -3.7958999508e+03, 6.3805500000e-03, -3.5682820000e-02, -2.8814128774e+01, -7.6770387382e+00, -4.7643940000e-02, -1.0497040000e-02, -2.6233987984e+01, -1.5108892083e+03, 0.0000000000e+00
1.0386508000e+10, -4.1388680000e-04, -1.1046180000e-03, -5.8565220299e+01, -3.7969732187e+03, 6.7865780000e-03, -3.5990220000e-02, -2.8724567284e+01, -7.6676028480e+00, -4.8728130000e-02, -1.4399160000e-03, -2.6240614483e+01, -1.5110765250e+03, 0.0000000000e+00
1.0389206000e+10, -1.1924130000e-03, -3.7033780000e-04, -5.8071542055e+01, -3.7978843849e+03, 7.4457090000e-03, -3.6510340000e-02, -2.8574717854e+01, -7.6528060143e+00, -4.3036360000e-02, 4.8193480000e-03, -2.7269166489e+01, -1.5112175849e+03, 0.0000000000e+00
1.0391904000e+10, -9.5747750000e-04, 8.5053950000e-04, -5.7851083282e+01, -3.7989118386e+03, 7.5852200000e-03, -3.7083550000e-02, -2.8438370872e+01, -7.6522206250e+00, -3.5117730000e-02, 4.8160010000e-03, -2.9008551951e+01, -1.5112423550e+03, 0.0000000000e+00
1.0394602000e+10, 1.4653510000e-04, 1.2568200000e-03, -5.7955899382e+01, -3.7998723824e+03, 7.7440180000e-03, -3.7853700000e-02, -2.8259773057e+01, -7.6521884631e+00, -3.0040520000e-02, -2.2787320000e-04, -3.0445601193e+01, -1.5110984810e+03, 0.0000000000e+00
1.0397300000e+10, 1.1102040000e-03, 4.4708750000e-04, -5.8439235133e+01, -3.8009442726e+03, 7.5993110000e-03, -3.8550290000e-02, -2.8113880378e+01, -7.6593498949e+00, -2.9840560000e-02, -6.2325510000e-03, -3.0318423276e+01, -1.5109001646e+03, 0.0000000000e+00
1.0399998000e+10, 1.0564270000e-03, -5.6017250000e-04, -5.8447152196e+01, -3.8018146661e+03, 7.4174350000e-03, -3.8834200000e-02, -2.8060095051e+01, -7.6652521529e+00, -3.2500770000e-02, -9.6264410000e-03, -2.9396919091e+01, -1.5108181076e+03, 0.0000000000e+00
1.0402696000e+10, 3.4035590000e-05, -1.2827240000e-03, -5.7834279038e+01, -3.8028713796e+03, 7.3243260000e-03, -3.9058690000e-02, -2.8015554351e+01, -7.6686133628e+00, -3.4552490000e-02, -1.0496820000e-02, -2.8847031604e+01, -1.5108111330e+03, 0.0000000000e+00
1.0405394000e+10, -1.0239480000e-03, -7.7490850000e-04, -5.7827918045e+01, -3.8038208741e+03, 7.5091340000e-03, -3.9157340000e-02, -2.7986890960e+01, -7.6645136160e+00, -3.5184230000e-02, -1.1075490000e-02, -2.8662706444e+01, -1.5108011006e+03, 0.0000000000e+00
1.0408092000e+10, -1.0431910000e-03, 3.7977140000e-04, -5.9092223117e+01, -3.8048178378e+03, 7.7498150000e-03, -3.9316600000e-02, -2.7942937615e+01, -7.6593635210e+00, -3.6022260000e-02, -1.2956200000e-02, -2.8340241541e+01, -1.5107608012e+03, 0.0000000000e+00
1.0410790000e+10, -2.9946200000e-04, 1.1240280000e-03, -5.8686648312e+01, -3.8057791290e+03, 8.3903480000e-03, -3.9733640000e-02, -2.7827371845e+01, -7.6458740548e+00, -3.8737320000e-02, -1.4877400000e-02, -2.7639877884e+01, -1.5107393777e+03, 0.0000000000e+00
1.0413488000e+10, 8.0979220000e-04, 7.7798100000e-04, -5.8992787681e+01, -3.8068449304e+03, 8.8037910000e-03, -4.0421480000e-02, -2.7666477665e+01, -7.6395309043e+00, -4.2789620000e-02, -1.4046610000e-02, -2.6928766242e+01, -1.5107888784e+03, 0.0000000000e+00
1.0416186000e+10, 1.0725630000e-03, -2.2932890000e-04, -5.9197404617e+01, -3.8078209384e+03, 9.0627820000e-03, -4.1150760000e-02, -2.7506746597e+01, -7.6372084783e+00, -4.4823980000e-02, -9.9424700000e-03, -2.6761207627e+01, -1.5108877889e+03, 0.0000000000e+00
1.0418884000e+10, 4.7672860000e-04, -1.0447230000e-03, -5.8798486241e+01, -3.8087529948e+03, 8.9163070000e-03, -4.1984110000e-02, -2.7346712321e+01, -7.6447174014e+00, -4.2366880000e-02, -5.6578520000e-03, -2.7382700554e+01, -1.5109733076e+03, 0.0000000000e+00
