#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
2.5282000000e+08, 1.4108000000e-02, 3.6761390000e-02, -2.8095463078e+01, -8.6760237085e+01, 3.0854230000e-02, 1.7314370000e-02, -2.9024751427e+01, 5.1137613806e-01, 1.3329340000e-02, -2.2703420000e-02, -3.1591937095e+01, -4.5022207963e+01, 0.0000000000e+00
2.5551800000e+08, 3.8515920000e-02, 8.1746670000e-03, -2.8095838961e+01, -8.7755456491e+01, 3.0732400000e-02, 1.7109990000e-02, -2.9075487970e+01, 5.0800397881e-01, -2.0147720000e-02, -7.9780880000e-03, -3.3282899375e+01, -4.6746854005e+01, 0.0000000000e+00
2.5821600000e+08, 2.7820300000e-02, -2.7709740000e-02, -2.8119723015e+01, -8.8748001472e+01, 3.0624610000e-02, 1.7058160000e-02, -2.9105019884e+01, 5.0820788705e-01, -3.1553940000e-02, 2.1188550000e-02, -2.8402506516e+01, -4.7715232833e+01, 0.0000000000e+00
2.6091400000e+08, -7.9427130000e-03, -3.8440280000e-02, -2.8122701304e+01, -8.9739147942e+01, 3.0405120000e-02, 1.7121270000e-02, -2.9144920760e+01, 5.1284879878e-01, -2.0605680000e-02, 4.9727060000e-02, -2.5379953598e+01, -4.8301848755e+01, 0.0000000000e+00
2.6361200000e+08, -3.6592800000e-02, -1.4695470000e-02, -2.8082724413e+01, -9.0724306699e+01, 3.0502530000e-02, 1.7296000000e-02, -2.9102517034e+01, 5.1582771707e-01, 9.7809620000e-03, 5.9910160000e-02, -2.4335749430e+01, -4.8856518870e+01, 0.0000000000e+00
2.6631000000e+08, -3.2125060000e-02, 2.2443480000e-02, -2.8136853370e+01, -9.1715991804e+01, 3.0869360000e-02, 1.7508850000e-02, -2.8998096848e+01, 5.1594646399e-01, 3.3650320000e-02, 4.1436820000e-02, -2.5452535778e+01, -4.9376754113e+01, 0.0000000000e+00
2.6900800000e+08, 1.2533440000e-03, 3.9096240000e-02, -2.8152839163e+01, -9.2709030222e+01, 3.0970970000e-02, 1.7336570000e-02, -2.8997129984e+01, 5.1031198718e-01, 3.1749850000e-02, 1.7973740000e-02, -2.8757866070e+01, -4.9750358910e+01, 0.0000000000e+00
2.7170600000e+08, 3.3319750000e-02, 2.0588600000e-02, -2.8141474086e+01, -9.3694295119e+01, 3.1152310000e-02, 1.7397930000e-02, -2.8951189293e+01, 5.0933015089e-01, 1.9722790000e-02, 7.4140480000e-03, -3.3526595291e+01, -4.9905911818e+01, 0.0000000000e+00
2.7440400000e+08, 3.5220920000e-02, -1.6718490000e-02, -2.8181503795e+01, -9.4690962735e+01, 3.0981330000e-02, 1.7261870000e-02, -2.9003832427e+01, 5.0833139628e-01, 6.1760190000e-03, 3.4454120000e-03, -4.3009077630e+01, -4.9756617565e+01, 0.0000000000e+00
2.7710200000e+08, 5.3904620000e-03, -3.8607090000e-02, -2.8182808670e+01, -9.5679849148e+01, 3.0976020000e-02, 1.7156110000e-02, -2.9017558270e+01, 5.0579527977e-01, -1.0280580000e-02, 1.0554660000e-02, -3.6633578350e+01, -4.7922441845e+01, 0.0000000000e+00
2.7980000000e+08, -2.9167540000e-02, -2.5910220000e-02, -2.8175611253e+01, -9.6663045679e+01, 3.0824250000e-02, 1.7272440000e-02, -2.9036213423e+01, 5.1075649114e-01, -1.3473460000e-02, 3.0420000000e-02, -2.9558874833e+01, -4.8277740084e+01, 0.0000000000e+00
2.8249800000e+08, -3.7483160000e-02, 1.0204500000e-02, -2.8212764832e+01, -9.7655172815e+01, 3.0691970000e-02, 1.7421100000e-02, -2.9046591456e+01, 5.1626352561e-01, -1.4050260000e-04, 4.1102080000e-02, -2.7722673247e+01, -4.8691267762e+01, 0.0000000000e+00
2.8519600000e+08, -1.1725540000e-02, 3.7090120000e-02, -2.8201136294e+01, -9.8653974208e+01, 3.0913140000e-02, 1.7612670000e-02, -2.8976251753e+01, 5.1787757977e-01, 1.1054220000e-02, 3.8525560000e-02, -2.7941423701e+01, -4.8974111335e+01, 0.0000000000e+00
2.8789400000e+08, 2.4387500000e-02, 3.0077850000e-02, -2.8240746103e+01, -9.9641467898e+01, 3.1006190000e-02, 1.7543200000e-02, -2.8964878382e+01, 5.1489025083e-01, 1.7054520000e-02, 3.4044380000e-02, -2.8386690006e+01, -4.9159093165e+01, 0.0000000000e+00
2.9059200000e+08, 3.8439940000e-02, -3.8245890000e-03, -2.8261565300e+01, -1.0063013373e+02, 3.1011230000e-02, 1.7496380000e-02, -2.8969425045e+01, 5.1367610189e-01, 2.0393320000e-02, 2.4323070000e-02, -2.9967552750e+01, -4.9392427846e+01, 0.0000000000e+00
2.9329000000e+08, 1.7817580000e-02, -3.4254740000e-02, -2.8265650688e+01, -1.0162212441e+02, 3.1022030000e-02, 1.7311170000e-02, -2.8989258642e+01, 5.0898605437e-01, 1.1613230000e-02, 1.6757000000e-02, -3.3812574202e+01, -4.9300724000e+01, 0.0000000000e+00
2.9598800000e+08, -1.8660390000e-02, -3.3452340000e-02, -2.8334901969e+01, -1.0261058859e+02, 3.0714680000e-02, 1.7288020000e-02, -2.9057849804e+01, 5.1266178276e-01, 4.2871560000e-03, 2.4034210000e-02, -3.2247370123e+01, -4.8871206791e+01, 0.0000000000e+00
2.9868600000e+08, -3.8104340000e-02, -2.6939010000e-03, -2.8358858250e+01, -1.0360197699e+02, 3.0567790000e-02, 1.7584410000e-02, -2.9053188464e+01, 5.2202923996e-01, 1.2153210000e-02, 2.8187970000e-02, -3.0258282464e+01, -4.9101753335e+01, 0.0000000000e+00
3.0138400000e+08, -2.3265290000e-02, 3.0341450000e-02, -2.8350890755e+01, -1.0458919828e+02, 3.0827860000e-02, 1.7594590000e-02, -2.8996547724e+01, 5.1862436765e-01, 1.4468480000e-02, 1.6403180000e-02, -3.3202077146e+01, -4.9417497016e+01, 0.0000000000e+00
3.0408200000e+08, 1.2561910000e-02, 3.5943010000e-02, -2.8387213965e+01, -1.0557957895e+02, 3.0909310000e-02, 1.7591610000e-02, -2.8979609107e+01, 5.1741637993e-01, 3.4430620000e-05, 1.1937540000e-02, -3.8461667076e+01, -4.8697570353e+01, 0.0000000000e+00
3.0678000000e+08, 3.6852020000e-02, 9.0904650000e-03, -2.8414240528e+01, -1.0657230359e+02, 3.0966050000e-02, 1.7646550000e-02, -2.8960947346e+01, 5.1796862494e-01, -1.1165590000e-02, 2.3926040000e-02, -3.1566888503e+01, -4.8258055379e+01, 0.0000000000e+00
3.0947800000e+08, 2.7815710000e-02, -2.5567350000e-02, -2.8454533617e+01, -1.0755745578e+02, 3.0756940000e-02, 1.7275460000e-02, -2.9050292219e+01, 5.1176391045e-01, -9.4387610000e-03, 4.0222550000e-02, -2.7677807934e+01, -4.8464193163e+01, 0.0000000000e+00
3.1217600000e+08, -6.1536770000e-03, -3.7194900000e-02, -2.8473055885e+01, -1.0854890547e+02, 3.0578650000e-02, 1.7167470000e-02, -2.9101740355e+01, 5.1156877362e-01, 4.6857240000e-03, 5.3908960000e-02, -2.5334093525e+01, -4.8781387434e+01, 0.0000000000e+00
3.1487400000e+08, -3.4416100000e-02, -1.5434370000e-02, -2.8468904182e+01, -1.0953416731e+02, 3.0477030000e-02, 1.7338770000e-02, -2.9102777181e+01, 5.1724749311e-01, 3.0225640000e-02, 5.1296160000e-02, -2.4503978071e+01, -4.9227154715e+01, 0.0000000000e+00
3.1757200000e+08, -3.1653820000e-02, 2.0233500000e-02, -2.8503625513e+01, -1.1052449681e+02, 3.0624090000e-02, 1.7363030000e-02, -2.9068201514e+01, 5.1578079866e-01, 4.3149130000e-02, 2.3248940000e-02, -2.6193617978e+01, -4.9771275350e+01, 0.0000000000e+00
3.2027000000e+08, -3.3847590000e-04, 3.7441660000e-02, -2.8532543191e+01, -1.1151749936e+02, 3.0716250000e-02, 1.7665840000e-02, -2.9011590984e+01, 5.2193204953e-01, 2.3910350000e-02, -1.7197560000e-03, -3.2405872193e+01, -5.0337283983e+01, 0.0000000000e+00
3.2296800000e+08, 3.1180140000e-02, 2.0839320000e-02, -2.8518669367e+01, -1.1250816682e+02, 3.0790340000e-02, 1.7620380000e-02, -2.9001389023e+01, 5.1977999944e-01, -3.7330880000e-03, 2.4303030000e-03, -4.7024075794e+01, -4.7700979490e+01, 0.0000000000e+00
3.2566600000e+08, 3.4336710000e-02, -1.4560170000e-02, -2.8566703086e+01, -1.1349839354e+02, 3.0755740000e-02, 1.7504490000e-02, -2.9022837426e+01, 5.1742331197e-01, -1.4812200000e-02, 2.2433050000e-02, -3.1410761991e+01, -4.8111114826e+01, 0.0000000000e+00
3.2836400000e+08, 6.7172130000e-03, -3.6742750000e-02, -2.8553789011e+01, -1.1448731131e+02, 3.0800030000e-02, 1.7368000000e-02, -2.9029894952e+01, 5.1344895272e-01, -9.9402610000e-03, 4.2422970000e-02, -2.7215854702e+01, -4.8464525145e+01, 0.0000000000e+00
3.3106200000e+08, -2.6960630000e-02, -2.5767000000e-02, -2.8567309904e+01, -1.1547616381e+02, 3.0804790000e-02, 1.7208160000e-02, -2.9048111642e+01, 5.0943686408e-01, 9.5169640000e-03, 5.3960230000e-02, -2.5225489478e+01, -4.8869260746e+01, 0.0000000000e+00
3.3376000000e+08, -3.6227130000e-02, 8.4191750000e-03, -2.8590875614e+01, -1.1646727453e+02, 3.0743960000e-02, 1.7344090000e-02, -2.9044789830e+01, 5.1363915069e-01, 3.1784140000e-02, 4.4038020000e-02, -2.5302400026e+01, -4.9319856263e+01, 0.0000000000e+00
3.3645800000e+08, -1.2837280000e-02, 3.4868770000e-02, -2.8599236757e+01, -1.1745696416e+02, 3.0595790000e-02, 1.7341050000e-02, -2.9076954737e+01, 5.1563400162e-01, 3.4754890000e-02, 2.1741120000e-02, -2.7745411508e+01, -4.9706483628e+01, 0.0000000000e+00
3.3915600000e+08, 2.2277270000e-02, 2.9727590000e-02, -2.8601189102e+01, -1.1845282889e+02, 3.0552180000e-02, 1.7490690000e-02, -2.9068025459e+01, 5.1994275847e-01, 2.3736100000e-02, 1.0698560000e-02, -3.1688589489e+01, -4.9842022061e+01, 0.0000000000e+00
3.4185400000e+08, 3.6779130000e-02, -2.1411440000e-03, -2.8673277022e+01, -1.1943867148e+02, 3.0575240000e-02, 1.7400760000e-02, -2.9074085580e+01, 5.1739862638e-01, 1.3852660000e-02, 6.9436700000e-03, -3.6195884099e+01, -4.9800833954e+01, 0.0000000000e+00
3.4455200000e+08, 1.8283690000e-02, -3.1954200000e-02, -2.8679439842e+01, -1.2043160157e+02, 3.0439160000e-02, 1.7244390000e-02, -2.9122500030e+01, 5.1543791011e-01, -5.5550580000e-05, 5.8338540000e-03, -4.4680495118e+01, -4.8685164312e+01, 0.0000000000e+00
3.4725000000e+08, -1.6501990000e-02, -3.2680580000e-02, -2.8727863230e+01, -1.2141891525e+02, 3.0634810000e-02, 1.7475310000e-02, -2.9052221982e+01, 5.1840029481e-01, -1.3610970000e-02, 1.9431870000e-02, -3.2496026413e+01, -4.8083661094e+01, 0.0000000000e+00
3.4994800000e+08, -3.6338020000e-02, -4.2747910000e-03, -2.8733084526e+01, -1.2240501208e+02, 3.0573100000e-02, 1.7240520000e-02, -2.9094069275e+01, 5.1346098445e-01, -8.9086320000e-03, 3.9304010000e-02, -2.7893688027e+01, -4.8471792600e+01, 0.0000000000e+00
3.5264600000e+08, -2.3270690000e-02, 2.8232170000e-02, -2.8733555267e+01, -1.2340354937e+02, 3.0495640000e-02, 1.7280140000e-02, -2.9105939792e+01, 5.1553106982e-01, 7.2708640000e-03, 4.6154130000e-02, -2.6609325017e+01, -4.8850936434e+01, 0.0000000000e+00
3.5534400000e+08, 1.0759400000e-02, 3.4837110000e-02, -2.8763479447e+01, -1.2439246489e+02, 3.0417650000e-02, 1.7265700000e-02, -2.9124535948e+01, 5.1627116031e-01, 2.1498120000e-02, 4.1244470000e-02, -2.6648881745e+01, -4.9175178185e+01, 0.0000000000e+00
3.5804200000e+08, 3.4756540000e-02, 9.9536700000e-03, -2.8836936377e+01, -1.2538478867e+02, 3.0050260000e-02, 1.7115650000e-02, -2.9222820378e+01, 5.1774199124e-01, 3.0660540000e-02, 2.6974480000e-02, -2.7778843409e+01, -4.9543952523e+01, 0.0000000000e+00
3.6074000000e+08, 2.7441650000e-02, -2.3398400000e-02, -2.8858798666e+01, -1.2636974251e+02, 3.0142530000e-02, 1.7122600000e-02, -2.9201838651e+01, 5.1659889154e-01, 2.3614400000e-02, 6.7304680000e-03, -3.2197265611e+01, -4.9987829044e+01, 0.0000000000e+00
3.6343800000e+08, -4.4145710000e-03, -3.5828800000e-02, -2.8849918125e+01, -1.2735709749e+02, 2.9868160000e-02, 1.7243210000e-02, -2.9246591866e+01, 5.2356913945e-01, -5.1269910000e-04, 3.0613910000e-03, -5.0161493979e+01, -4.8528753408e+01, 0.0000000000e+00
3.6613600000e+08, -3.1983410000e-02, -1.5799730000e-02, -2.8953183249e+01, -1.2834646457e+02, 2.9805600000e-02, 1.7470480000e-02, -2.9231442962e+01, 5.3017161767e-01, -1.4312710000e-02, 2.2079540000e-02, -3.1596681850e+01, -4.8119553342e+01, 0.0000000000e+00
3.6883400000e+08, -3.0681770000e-02, 1.8007000000e-02, -2.8976956210e+01, -1.2933602708e+02, 2.9796870000e-02, 1.7401120000e-02, -2.9242149940e+01, 5.2856540498e-01, -6.7177550000e-03, 3.9671900000e-02, -2.7907564019e+01, -4.8526944478e+01, 0.0000000000e+00
3.7153200000e+08, -1.7121450000e-03, 3.5431400000e-02, -2.9002104377e+01, -1.3032780987e+02, 2.9895660000e-02, 1.7327060000e-02, -2.9230038590e+01, 5.2527279870e-01, 6.6455600000e-03, 4.4845050000e-02, -2.6871370384e+01, -4.8841804829e+01, 0.0000000000e+00
3.7423000000e+08, 2.8501830000e-02, 2.0863590000e-02, -2.9039094217e+01, -1.3131500450e+02, 2.9767660000e-02, 1.7155810000e-02, -2.9279577755e+01, 5.2282855812e-01, 2.0544240000e-02, 4.1518090000e-02, -2.6684071981e+01, -4.9154186165e+01, 0.0000000000e+00
3.7692800000e+08, 3.2922970000e-02, -1.2279680000e-02, -2.9084341570e+01, -1.3230389187e+02, 2.9639710000e-02, 1.7138080000e-02, -2.9309885780e+01, 5.2424594512e-01, 2.9548490000e-02, 2.6422380000e-02, -2.8037532095e+01, -4.9535878771e+01, 0.0000000000e+00
3.7962600000e+08, 7.6290800000e-03, -3.4249470000e-02, -2.9096611437e+01, -1.3329851565e+02, 2.9547250000e-02, 1.7103150000e-02, -2.9334662138e+01, 5.2471585516e-01, 2.0449750000e-02, 9.1292420000e-03, -3.2996984643e+01, -4.9845607013e+01, 0.0000000000e+00
3.8232400000e+08, -2.4357650000e-02, -2.5273870000e-02, -2.9093668666e+01, -1.3428462759e+02, 2.9566410000e-02, 1.7047140000e-02, -2.9337569965e+01, 5.2301426407e-01, 2.3175980000e-03, 7.1395450000e-03, -4.2491495244e+01, -4.9008569087e+01, 0.0000000000e+00
3.8502200000e+08, -3.4249310000e-02, 6.4559900000e-03, -2.9155327410e+01, -1.3527479778e+02, 2.9380290000e-02, 1.6950960000e-02, -2.9390996046e+01, 5.2329856469e-01, -9.5377390000e-03, 1.6717600000e-02, -3.4312743693e+01, -4.8176224583e+01, 0.0000000000e+00
3.8772000000e+08, -1.3329050000e-02, 3.2191870000e-02, -2.9157884438e+01, -1.3626672080e+02, 2.9276390000e-02, 1.7141530000e-02, -2.9389476700e+01, 5.2969468471e-01, -1.5087120000e-02, 3.1729550000e-02, -2.9085491768e+01, -4.8250837142e+01, 0.0000000000e+00
3.9041800000e+08, 1.9498370000e-02, 2.8784750000e-02, -2.9176641362e+01, -1.3725466705e+02, 2.9256220000e-02, 1.7277580000e-02, -2.9376281902e+01, 5.3345008489e-01, -6.7824760000e-03, 5.2075470000e-02, -2.5594283264e+01, -4.8565171973e+01, 0.0000000000e+00
3.9311600000e+08, 3.4622830000e-02, -5.4259930000e-04, -2.9211682225e+01, -1.3824574720e+02, 2.9398260000e-02, 1.7562510000e-02, -2.9308132791e+01, 5.3850527865e-01, 2.0976870000e-02, 5.7165220000e-02, -2.4308729882e+01, -4.9046382083e+01, 0.0000000000e+00
3.9581400000e+08, 1.8596070000e-02, -2.9293380000e-02, -2.9194038385e+01, -1.3923524221e+02, 2.9549380000e-02, 1.7300020000e-02, -2.9309032427e+01, 5.2966072328e-01, 4.0663920000e-02, 3.3190730000e-02, -2.5598501887e+01, -4.9580928853e+01, 0.0000000000e+00
3.9851200000e+08, -1.3971150000e-02, -3.1498460000e-02, -2.9254227011e+01, -1.4021835047e+02, 2.9597520000e-02, 1.6863920000e-02, -2.9353904131e+01, 5.1789851041e-01, 3.0151490000e-02, 3.8365200000e-03, -3.0344073583e+01, -5.0138921086e+01, 0.0000000000e+00
4.0121000000e+08, -3.3985240000e-02, -5.3567900000e-03, -2.9267613841e+01, -1.4121533455e+02, 2.9408290000e-02, 1.6777170000e-02, -2.9406937689e+01, 5.1843917834e-01, 1.3946500000e-03, -4.7208870000e-03, -4.6156139175e+01, -5.1549028019e+01, 0.0000000000e+00
4.0390800000e+08, -2.2930090000e-02, 2.5327460000e-02, -2.9328289524e+01, -1.4220670542e+02, 2.8996260000e-02, 1.6607570000e-02, -2.9521045253e+01, 5.2014071645e-01, -2.4859620000e-02, 1.1716500000e-02, -3.1218936951e+01, -5.3847505556e+01, 0.0000000000e+00
4.0660600000e+08, 8.4596290000e-03, 3.3009180000e-02, -2.9351037117e+01, -1.4319334723e+02, 2.8616370000e-02, 1.6964010000e-02, -2.9559801883e+01, 5.3511440277e-01, -2.8948730000e-02, 4.6213700000e-02, -2.5266977303e+01, -5.4418258736e+01, 0.0000000000e+00
4.0930400000e+08, 3.2137570000e-02, 1.1117040000e-02, -2.9368874164e+01, -1.4418022628e+02, 2.8553630000e-02, 1.7402570000e-02, -2.9514963474e+01, 5.4735337574e-01, -8.6963690000e-04, 7.0958640000e-02, -2.2979242082e+01, -5.4965616505e+01, 0.0000000000e+00
4.1200200000e+08, 2.6903740000e-02, -2.0688190000e-02, -2.9386182385e+01, -1.4516879433e+02, 2.8789410000e-02, 1.7528750000e-02, -2.9445883314e+01, 5.4690950523e-01, 3.4797020000e-02, 5.9804790000e-02, -2.3198961563e+01, -5.5504833476e+01, 0.0000000000e+00
4.1470000000e+08, -2.4895340000e-03, -3.3868170000e-02, -2.9380762661e+01, -1.4615743303e+02, 2.9114430000e-02, 1.7256780000e-02, -2.9410251942e+01, 5.3505127053e-01, 4.2670470000e-02, 2.8516120000e-02, -2.5793944340e+01, -5.5959544237e+01, 0.0000000000e+00
4.1739800000e+08, -2.9548760000e-02, -1.6516250000e-02, -2.9408473184e+01, -1.4714516684e+02, 2.9178080000e-02, 1.7113270000e-02, -2.9414888096e+01, 5.3044220166e-01, 2.7099340000e-02, 8.8759600000e-03, -3.0898256515e+01, -5.6232145500e+01, 0.0000000000e+00
4.2009600000e+08, -2.9968440000e-02, 1.5705940000e-02, -2.9412764691e+01, -1.4813758233e+02, 2.8889270000e-02, 1.6865000000e-02, -2.9511628708e+01, 5.2840821481e-01, 7.8944770000e-03, 6.1360230000e-03, -4.0001149062e+01, -5.5887950308e+01, 0.0000000000e+00
4.2279400000e+08, -3.2716800000e-03, 3.3558290000e-02, -2.9442919755e+01, -1.4912846572e+02, 2.8666200000e-02, 1.6568770000e-02, -2.9600804256e+01, 5.2407825938e-01, -7.0607200000e-03, 1.4999450000e-02, -3.5609243784e+01, -5.4537911222e+01, 0.0000000000e+00
4.2549200000e+08, 2.6126390000e-02, 2.1122680000e-02, -2.9473999802e+01, -1.5011655667e+02, 2.8405150000e-02, 1.6762140000e-02, -2.9634422087e+01, 5.3311510026e-01, -1.0630170000e-02, 3.0346510000e-02, -2.9855167671e+01, -5.4640935619e+01, 0.0000000000e+00
4.2819000000e+08, 3.1783140000e-02, -1.0272620000e-02, -2.9524546261e+01, -1.5110905918e+02, 2.8187460000e-02, 1.6932760000e-02, -2.9660733724e+01, 5.4094845786e-01, -5.0228350000e-03, 4.0650400000e-02, -2.7752898654e+01, -5.4854932806e+01, 0.0000000000e+00
4.3088800000e+08, 8.9955530000e-03, -3.2222230000e-02, -2.9510953718e+01, -1.5209500272e+02, 2.7829750000e-02, 1.7055680000e-02, -2.9724908926e+01, 5.4982017741e-01, 6.7213360000e-04, 4.8107680000e-02, -2.6354864065e+01, -5.4991841970e+01, 0.0000000000e+00
4.3358600000e+08, -2.1833690000e-02, -2.4951900000e-02, -2.9588808752e+01, -1.5308609135e+02, 2.7991120000e-02, 1.7334030000e-02, -2.9649821783e+01, 5.5446745322e-01, 1.5450580000e-02, 5.6883770000e-02, -2.4591097199e+01, -5.5243089478e+01, 0.0000000000e+00
4.3628400000e+08, -3.2768540000e-02, 4.4861380000e-03, -2.9610213264e+01, -1.5407409801e+02, 2.8251150000e-02, 1.7492120000e-02, -2.9569909063e+01, 5.5439226822e-01, 4.1258390000e-02, 4.6776560000e-02, -2.4100167605e+01, -5.5700669917e+01, 0.0000000000e+00
4.3898200000e+08, -1.4372640000e-02, 2.9696150000e-02, -2.9631978583e+01, -1.5505807857e+02, 2.8648240000e-02, 1.7282950000e-02, -2.9510061560e+01, 5.4282879326e-01, 4.7751820000e-02, 1.1295200000e-02, -2.6183763691e+01, -5.6316397209e+01, 0.0000000000e+00
4.4168000000e+08, 1.6947620000e-02, 2.8186920000e-02, -2.9658834211e+01, -1.5605018057e+02, 2.8532160000e-02, 1.6780060000e-02, -2.9603263463e+01, 5.3163127374e-01, 1.7588820000e-02, -1.5821310000e-02, -3.2520598715e+01, -5.7281211784e+01, 0.0000000000e+00
4.4437800000e+08, 3.2796940000e-02, 1.3446390000e-03, -2.9676039518e+01, -1.5703865671e+02, 2.8183560000e-02, 1.6416540000e-02, -2.9731335475e+01, 5.2744229599e-01, -2.3683940000e-02, -6.2695430000e-03, -3.2216778280e+01, -5.9431479079e+01, 0.0000000000e+00
4.4707600000e+08, 1.9039530000e-02, -2.6623570000e-02, -2.9700815243e+01, -1.5802961531e+02, 2.7720590000e-02, 1.6266360000e-02, -2.9858889253e+01, 5.3065486838e-01, -4.2288170000e-02, 3.3636610000e-02, -2.5346601556e+01, -6.0362198866e+01, 0.0000000000e+00
4.4977400000e+08, -1.1711960000e-02, -3.0306840000e-02, -2.9764699450e+01, -1.5901919666e+02, 2.7145320000e-02, 1.6655520000e-02, -2.9938443884e+01, 5.5033682637e-01, -2.0241570000e-02, 7.6051750000e-02, -2.2080575589e+01, -6.1000931909e+01, 0.0000000000e+00
4.5247200000e+08, -3.1619630000e-02, -6.9970670000e-03, -2.9793239067e+01, -1.6000344615e+02, 2.7154760000e-02, 1.7363890000e-02, -2.9834322456e+01, 5.6891712812e-01, 3.1443540000e-02, 8.1193980000e-02, -2.1202644179e+01, -6.1630536198e+01, 0.0000000000e+00
4.5517000000e+08, -2.3257490000e-02, 2.2513210000e-02, -2.9797400650e+01, -1.6099036387e+02, 2.7592790000e-02, 1.7675850000e-02, -2.9690775172e+01, 5.6973638240e-01, 6.2098910000e-02, 3.6980250000e-02, -2.2820123355e+01, -6.2294744815e+01, 0.0000000000e+00
4.5786800000e+08, 6.0287440000e-03, 3.1759020000e-02, -2.9808915620e+01, -1.6197961737e+02, 2.8139000000e-02, 1.7456480000e-02, -2.9599786839e+01, 5.5526008736e-01, 3.7804090000e-02, -8.7079930000e-03, -2.8224697439e+01, -6.3058249350e+01, 0.0000000000e+00
4.6056600000e+08, 2.9817470000e-02, 1.2506590000e-02, -2.9806774954e+01, -1.6296566753e+02, 2.8402620000e-02, 1.6902900000e-02, -2.9616116092e+01, 5.3682179099e-01, -8.7853470000e-03, -8.4544330000e-03, -3.8278065748e+01, -6.5207239998e+01, 0.0000000000e+00
4.6326400000e+08, 2.6757380000e-02, -1.8074100000e-02, -2.9818695851e+01, -1.6395689798e+02, 2.8091530000e-02, 1.6203160000e-02, -2.9781178503e+01, 5.2318505373e-01, -2.8728840000e-02, 2.6652080000e-02, -2.8136993803e+01, -6.6721361894e+01, 0.0000000000e+00
4.6596200000e+08, -5.5503980000e-04, -3.2262690000e-02, -2.9824703307e+01, -1.6495081638e+02, 2.7523240000e-02, 1.6015850000e-02, -2.9939465446e+01, 5.2700643151e-01, -1.2258560000e-02, 5.8122430000e-02, -2.4524112121e+01, -6.7336379141e+01, 0.0000000000e+00
4.6866000000e+08, -2.7099300000e-02, -1.7154780000e-02, -2.9877287651e+01, -1.6594005487e+02, 2.6862870000e-02, 1.6285340000e-02, -3.0057593799e+01, 5.4499493543e-01, 2.1285690000e-02, 6.0179520000e-02, -2.3899091329e+01, -6.7884212137e+01, 0.0000000000e+00
4.7135800000e+08, -2.9103110000e-02, 1.3149980000e-02, -2.9914368787e+01, -1.6692879454e+02, 2.6788370000e-02, 1.6851300000e-02, -2.9993130212e+01, 5.6150840392e-01, 3.6999590000e-02, 3.1202770000e-02, -2.6303051024e+01, -6.8414430850e+01, 0.0000000000e+00
4.7405600000e+08, -5.0956710000e-03, 3.1499180000e-02, -2.9921821759e+01, -1.6791482486e+02, 2.6875140000e-02, 1.7232520000e-02, -2.9917265680e+01, 5.7016878503e-01, 1.5113610000e-02, 7.3379050000e-03, -3.5493413434e+01, -6.8663044669e+01, 0.0000000000e+00
4.7675400000e+08, 2.3446820000e-02, 2.1451190000e-02, -2.9957186517e+01, -1.6890502397e+02, 2.7355600000e-02, 1.7339280000e-02, -2.9792330064e+01, 5.6493631370e-01, -1.3572290000e-02, 2.1875360000e-02, -3.1786578447e+01, -6.6988930487e+01, 0.0000000000e+00
4.7945200000e+08, 3.0802680000e-02, -7.6475900000e-03, -2.9968451637e+01, -1.6988935944e+02, 2.7617800000e-02, 1.6956470000e-02, -2.9787012098e+01, 5.5062747672e-01, -8.4478240000e-03, 5.3228370000e-02, -2.5369099136e+01, -6.7386845770e+01, 0.0000000000e+00
